month,avgdepdelay
9,6.157685958765665
11,7.446888306310218
10,7.973724233737243
5,8.329205401044868
4,10.07771370814071
1,10.286743415948312
3,11.836802542694253
8,13.515875591278409
2,14.02253123732965
7,14.802613636005757
12,16.201398473962534
6,16.214701071994014
